AvgSpeed,CodeSum,Cool,Date,Depart,DewPoint,Heat,PrecipTotal,ResultDir,ResultSpeed,SeaLevel,Station,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb
9.5, ,0,2009-05-02,1,34,10,0.0,27,9.2,29.95,2,29.28,447,1850,55,65,45,46
4.9, ,0,2009-05-03,3,34,8,0.0,26,3.9,29.92,1,29.19,446,1851,57,70,43,47
4.8, ,0,2009-05-03,4,35,7,0.0,26,4.7,29.92,2,29.26,446,1851,58,70,45,48
7.6, ,0,2009-05-04,3,34,8,0.0,9,6.5,30.02,1,29.31,444,1852,57,70,43,47
8.4, ,0,2009-05-04,6,36,5,0.0,9,7.1,30.02,2,29.37,444,1852,60,70,49,48
6.0, ,0,2009-05-05,5,40,5,0.0,13,5.5,29.95,1,29.22,443,1853,60,71,49,50
5.9, ,0,2009-05-05,7,41,3,0.0,12,5.1,29.95,2,29.28,443,1853,62,70,54,51
8.1,RA BR,0,2009-05-06,8,51,2,0.67,19,6.5,29.79,1,29.05,442,1855,63,75,51,55
7.2,RA BR,1,2009-05-06,11,51,0,0.86,19,6.2,29.8,2,29.13,442,1855,66,75,56,56
10.3,RA BR HZ,2,2009-05-07,12,52,0,0.19,25,8.5,29.73,1,29.01,441,1856,67,77,56,57
9.2,RA BR HZ,2,2009-05-07,12,53,0,0.03,24,8.2,29.74,2,29.08,441,1856,67,77,56,58
6.0,RA,0,2009-05-08,9,53,0,0.02,21,4.9,29.68,1,28.94,439,1857,65,77,53,58
6.1,BR HZ,1,2009-05-08,10,55,0,0.01,20,4.4,29.67,2,29.0,439,1857,66,74,57,59
11.8, ,0,2009-05-09,-1,44,10,0.01,29,6.8,29.87,1,29.19,438,1858,55,63,46,48
11.3, ,0,2009-05-09,-1,44,10,0.0,28,4.7,29.87,2,29.26,438,1858,55,64,45,49
8.4, ,0,2009-05-10,-2,39,11,0.0,30,4.7,30.11,1,29.41,437,1859,54,67,40,46
9.0,RA,0,2009-05-10,-1,40,10,0.02,30,5.1,30.11,2,29.47,437,1859,55,67,43,47
4.6, ,0,2009-05-11,-7,35,15,0.0,8,0.7,30.2,1,29.47,436,1860,50,61,39,44
4.5, ,0,2009-05-11,-6,34,14,0.0,7,2.1,30.2,2,29.53,436,1860,51,61,40,44
9.6, ,0,2009-05-12,-2,34,10,0.0,16,9.5,30.13,1,29.38,435,1901,55,71,39,47
9.5, ,0,2009-05-12,1,32,7,0.0,16,8.9,30.13,2,29.44,435,1901,58,72,44,47
16.4,RA BR,0,2009-05-13,4,56,3,0.55,19,14.4,29.76,1,29.01,434,1902,62,70,53,58
14.8,RA DZ BR,0,2009-05-13,5,58,2,1.03,18,12.9,29.77,2,29.08,434,1902,63,71,54,60
10.7, ,0,2009-05-14,3,44,4,0.0,27,10.5,30.0,1,29.31,433,1903,61,68,53,52
11.3, ,0,2009-05-14,4,44,3,0.01,27,11.1,30.0,2,29.38,433,1903,62,69,55,53
8.8,RA BR,0,2009-05-15,-1,51,8,0.39,16,6.0,30.0,1,29.28,432,1904,57,61,52,54
5.8,RA BR,0,2009-05-15,1,52,6,0.7,15,4.4,29.99,2,29.34,432,1904,59,63,55,55
12.5,BR,0,2009-05-16,-5,40,11,0.0,29,11.0,30.05,1,29.36,431,1905,54,62,45,49
12.4,DZ BR,0,2009-05-16,-4,41,10,0.04,30,11.0,30.05,2,29.41,431,1905,55,62,47,50
6.2, ,0,2009-05-17,-8,27,14,0.0,33,0.2,30.32,1,29.6,430,1906,51,63,39,42
6.5, ,0,2009-05-17,-9,28,15,0.0,9,3.3,30.32,2,29.67,430,1906,50,59,41,42
9.9, ,0,2009-05-18,-7,33,12,0.01,19,9.6,30.29,1,29.54,429,1907,53,66,40,45
9.5, ,0,2009-05-18,-4,30,9,0.01,19,9.3,30.3,2,29.62,429,1907,56,67,45,45
13.8, ,1,2009-05-19,6,44,0,0.0,21,13.5,30.21,1,29.48,428,1908,66,80,52,55
12.4, ,2,2009-05-19,7,43,0,0.0,21,12.3,30.22,2,29.55,428,1908,67,80,54,54
14.6, ,8,2009-05-20,12,44,0,0.0,20,14.4,30.13,1,29.4,427,1909,73,84,61,57
12.1, ,8,2009-05-20,12,43,0,0.01,20,11.9,30.13,2,29.47,427,1909,73,85,61,57
12.8, ,7,2009-05-21,11,49,0,0.0,23,7.8,30.09,1,29.38,426,1910,72,84,60,59
10.9, ,8,2009-05-21,12,48,0,0.0,25,8.1,30.09,2,29.44,426,1910,73,85,60,59
10.7, ,0,2009-05-22,0,46,4,0.0,4,10.4,30.18,1,29.46,425,1911,61,69,53,53
10.6, ,0,2009-05-22,2,47,2,0.0,3,10.0,30.16,2,29.5,425,1911,63,70,56,54
5.7, ,0,2009-05-23,4,50,0,0.0,7,4.5,30.06,1,29.33,425,1912,65,80,50,57
5.5, ,2,2009-05-23,6,51,0,0.01,8,4.5,30.05,2,29.39,425,1912,67,79,55,58
11.0, ,0,2009-05-24,1,46,2,0.0,4,10.4,30.07,1,29.34,424,1913,63,71,55,53
10.8, ,0,2009-05-24,1,47,2,0.0,3,10.7,30.05,2,29.39,424,1913,63,70,56,54
10.8,RA DZ,0,2009-05-25,-1,43,4,0.04,6,10.3,30.02,1,29.28,423,1914,61,67,54,51
9.5,RA DZ,0,2009-05-25,-2,46,5,0.08,6,8.7,30.0,2,29.33,423,1914,60,64,56,53
7.8,RA BR,0,2009-05-26,2,51,1,1.73,5,7.5,29.82,1,29.08,422,1915,64,74,53,55
6.8,RA BR,1,2009-05-26,4,54,0,1.38,6,5.7,29.81,2,29.13,422,1915,66,76,56,58
7.2,DZ BR HZ,0,2009-05-27,2,58,1,0.02,24,3.6,29.68,1,28.95,422,1916,64,73,55,60
8.3,DZ BR HZ,2,2009-05-27,5,60,0,0.01,24,6.8,29.67,2,29.02,422,1916,67,75,58,63
8.1, ,0,2009-05-28,-5,51,7,0.0,30,6.8,29.76,1,29.06,421,1916,58,62,54,54
8.3, ,0,2009-05-28,-3,51,5,0.0,29,6.8,29.75,2,29.11,421,1916,60,64,55,54
6.9, ,0,2009-05-29,-2,49,3,0.01,32,2.7,29.88,1,29.17,421,1917,62,74,50,55
6.8, ,1,2009-05-29,2,49,0,0.0,31,2.0,29.87,2,29.23,421,1917,66,77,55,55
6.8,RA,0,2009-05-30,1,46,0,0.01,27,2.9,29.81,1,29.09,420,1918,65,79,50,54
6.6, ,1,2009-05-30,2,46,0,0.01,29,1.8,29.8,2,29.15,420,1918,66,79,53,55
4.6, ,0,2009-05-31,-5,41,6,0.0,10,2.7,29.94,1,29.21,420,1919,59,73,45,50
6.3, ,0,2009-05-31,-3,43,4,0.0,9,2.9,29.93,2,29.26,420,1919,61,72,49,52
11.1,RA,0,2009-06-01,1,53,0,0.44,34,1.2,29.89,1,29.19,419,1920,65,78,51,57
10.0,RA,1,2009-06-01,2,54,0,0.83,34,1.0,29.88,2,29.25,419,1920,66,80,52,58
8.0,RA BR,0,2009-06-02,-10,46,11,0.12,3,7.4,30.09,1,29.36,419,1920,54,60,48,50
9.2,RA BR,0,2009-06-02,-8,47,9,0.06,3,8.3,30.07,2,29.42,419,1920,56,61,50,51
10.7, ,0,2009-06-03,-12,39,13,0.0,4,10.5,30.15,1,29.42,418,1921,52,61,43,46
11.4, ,0,2009-06-03,-10,40,11,0.0,2,11.0,30.13,2,29.47,418,1921,54,61,47,48
5.9, ,0,2009-06-04,-9,37,10,0.0,4,4.7,30.05,1,29.31,418,1922,55,68,42,48
6.4, ,0,2009-06-04,-6,38,7,0.0,5,5.2,30.05,2,29.36,418,1922,58,68,47,49
6.7, ,0,2009-06-05,-3,44,3,0.0,26,5.8,29.91,1,29.18,417,1923,62,79,44,54
7.2, ,0,2009-06-05,-1,43,1,0.0,25,6.3,29.91,2,29.23,417,1923,64,80,47,54
7.7, ,0,2009-06-06,-9,45,8,0.02,5,6.2,29.93,1,29.2,417,1923,57,63,51,50
7.2,RA,0,2009-06-06,-5,48,4,0.01,3,4.7,29.92,2,29.26,417,1923,61,66,55,53
6.9,BR,0,2009-06-07,-3,53,2,0.04,8,2.7,29.87,1,29.14,417,1924,63,73,52,57
7.7,RA BR,0,2009-06-07,-1,54,0,0.01,11,1.5,29.86,2,29.21,417,1924,65,74,56,59
9.2,RA BR,1,2009-06-08,0,60,0,0.45,24,5.9,29.77,1,29.06,417,1925,66,80,52,63
10.0,RA BR HZ,4,2009-06-08,3,61,0,0.3,25,6.4,29.76,2,29.11,417,1925,69,82,55,65
6.3,DZ BR,0,2009-06-09,-5,53,4,0.01,6,4.0,29.94,1,29.23,416,1925,61,67,55,56
7.9,DZ BR HZ,0,2009-06-09,-4,53,3,0.01,8,6.4,29.94,2,29.29,416,1925,62,67,56,56
8.7,RA,0,2009-06-10,-6,49,4,0.01,5,8.0,29.89,1,29.15,416,1926,61,67,54,53
9.2,RA,0,2009-06-10,-6,50,4,0.04,4,8.5,29.88,2,29.21,416,1926,61,67,55,55
10.3,RA HZ,0,2009-06-11,-8,51,6,0.01,3,10.2,29.83,1,29.11,416,1926,59,64,53,54
9.0,RA BR HZ,0,2009-06-11,-10,53,8,1.14,1,8.8,29.82,2,29.17,416,1926,57,60,53,54
5.8,RA,0,2009-06-12,-6,49,3,0.01,7,4.4,29.95,1,29.24,416,1927,62,74,49,55
6.7, ,0,2009-06-12,-7,49,4,0.01,6,5.0,29.95,2,29.3,416,1927,61,72,50,55
6.7,RA BR,0,2009-06-13,-7,51,4,0.33,5,5.9,30.0,1,29.28,416,1927,61,68,54,55
7.6,RA,0,2009-06-13,-7,52,4,0.31,4,7.2,29.99,2,29.34,416,1927,61,66,56,55
4.7, ,0,2009-06-14,-4,48,1,0.0,4,4.5,30.01,1,29.29,416,1928,64,77,51,57
5.8, ,0,2009-06-14,-3,50,0,0.0,5,5.1,30.0,2,29.34,416,1928,65,76,54,57
6.4, ,2,2009-06-15,-1,49,0,0.0,9,5.5,30.01,1,29.28,416,1928,67,81,53,58
7.7,HZ,4,2009-06-15,1,49,0,0.0,9,7.4,29.99,2,29.34,416,1928,69,81,57,58
11.8,RA BR,0,2009-06-16,-4,55,0,1.23,10,11.2,29.89,1,29.15,416,1929,65,71,59,60
10.7,RA BR,3,2009-06-16,-1,57,0,1.07,11,10.3,29.87,2,29.21,416,1929,68,71,64,61
6.2,BR HZ,1,2009-06-17,-3,59,0,0.0,36,3.0,29.88,1,29.16,416,1929,66,71,61,62
6.7,BR HZ,3,2009-06-17,-1,60,0,0.0,34,2.6,29.87,2,29.21,416,1929,68,73,63,63
7.9,RA BR,6,2009-06-18,1,63,0,0.12,16,6.7,29.77,1,29.08,416,1929,71,80,61,67
5.8,BR HZ,7,2009-06-18,2,64,0,0.11,17,3.7,29.79,2,29.15,416,1929,72,81,63,67
11.6,TS BR,11,2009-06-19,6,67,0,3.97,18,7.2,29.7,1,28.97,416,1930,76,86,65,69
10.5,TS RA BR,12,2009-06-19,7,68,0,0.87,18,6.3,29.68,2,29.03,416,1930,77,88,66,70
8.6, ,13,2009-06-20,8,65,0,0.0,29,8.3,29.76,1,29.08,416,1930,78,87,68,70
8.6, ,14,2009-06-20,9,65,0,0.0,28,8.3,29.74,2,29.13,416,1930,79,88,69,70
3.9, ,12,2009-06-21,7,63,0,0.01,7,2.8,29.82,1,29.12,416,1930,77,84,70,68
3.5,RA,14,2009-06-21,9,64,0,0.01,9,3.3,29.8,2,29.17,416,1930,79,86,71,69
5.6,RA,14,2009-06-22,9,67,0,0.09,11,4.0,29.79,1,29.09,417,1931,79,89,68,71
7.2, ,15,2009-06-22,10,67,0,0.06,12,5.3,29.77,2,29.15,417,1931,80,89,70,71
3.5, ,18,2009-06-23,13,69,0,0.0,14,1.8,29.87,1,29.16,417,1931,83,94,71,73
4.5, ,19,2009-06-23,14,68,0,0.0,13,2.8,29.85,2,29.22,417,1931,84,92,75,73
5.8, ,20,2009-06-24,14,68,0,0.04,22,1.9,29.87,1,29.16,417,1931,85,94,75,73
4.3,BR,18,2009-06-24,12,68,0,0.78,23,2.1,29.85,2,29.21,417,1931,83,93,73,73
4.9, ,20,2009-06-25,14,69,0,0.01,32,2.4,29.8,1,29.08,417,1931,85,94,75,73
4.6, ,20,2009-06-25,14,68,0,0.0,26,1.8,29.77,2,29.15,417,1931,85,93,76,73
8.2, ,13,2009-06-26,7,60,0,0.0,4,6.4,29.85,1,29.17,418,1931,78,86,69,61
8.0, ,14,2009-06-26,8,61,0,0.0,4,6.4,29.83,2,29.2,418,1931,79,86,72,67
6.9,TS RA,11,2009-06-27,5,61,0,0.3,21,5.1,29.82,1,29.1,418,1931,76,89,62,67
6.9,RA,14,2009-06-27,8,60,0,0.05,22,6.0,29.8,2,29.18,418,1931,79,90,67,67
13.6, ,10,2009-06-28,4,53,0,0.0,29,13.2,29.73,1,29.0,419,1931,75,83,66,62
14.6, ,11,2009-06-28,5,53,0,0.0,29,14.1,29.71,2,29.08,419,1931,76,83,68,62
12.7, ,5,2009-06-29,-1,54,0,0.0,30,12.2,29.6,1,28.89,419,1931,70,77,63,61
14.1, ,7,2009-06-29,1,54,0,0.0,30,13.4,29.59,2,28.95,419,1931,72,78,65,61
9.1, ,0,2009-06-30,-9,53,2,0.0,30,8.9,29.65,1,28.95,419,1931,63,66,59,57
8.3, ,0,2009-06-30,-7,53,0,0.0,30,8.1,29.64,2,29.0,419,1931,65,68,61,58
8.7,RA DZ,0,2009-07-01,-11,52,4,0.01,32,8.2,29.77,1,29.07,420,1931,61,65,57,56
7.4,RA DZ BR,0,2009-07-01,-11,54,4,0.02,31,6.6,29.76,2,29.13,420,1931,61,65,57,57
8.8, ,1,2009-07-02,-6,54,0,0.0,31,8.4,29.95,1,29.26,420,1931,66,73,59,60
7.6, ,2,2009-07-02,-5,55,0,0.0,31,5.7,29.94,2,29.31,420,1931,67,73,60,60
5.8, ,6,2009-07-03,-1,56,0,0.0,34,1.2,30.06,1,29.36,421,1931,71,79,63,62
6.5, ,6,2009-07-03,-1,56,0,0.0,2,1.8,30.05,2,29.41,421,1931,71,79,62,62
3.8,RA BR FU,0,2009-07-04,-8,58,1,0.2,13,1.8,29.99,1,29.26,422,1930,64,69,59,61
4.7,RA BR,1,2009-07-04,-6,58,0,0.12,14,3.4,29.98,2,29.31,422,1930,66,69,63,62
2.4,RA BR HZ,4,2009-07-05,-3,58,0,0.05,34,0.7,29.92,1,29.2,422,1930,69,81,57,63
2.6,BR HZ,7,2009-07-05,0,59,0,0.03,36,0.3,29.9,2,29.25,422,1930,72,82,61,64
7.8, ,8,2009-07-06,1,54,0,0.0,31,7.5,29.86,1,29.14,423,1930,73,86,60,62
5.5, ,9,2009-07-06,2,54,0,0.0,30,4.2,29.84,2,29.2,423,1930,74,85,63,63
7.0,RA,3,2009-07-07,-4,54,0,0.01,7,5.9,29.89,1,29.18,423,1930,68,77,59,60
7.5, ,6,2009-07-07,-1,55,0,0.0,7,5.9,29.88,2,29.24,423,1930,71,76,65,61
7.0,RA,0,2009-07-08,-10,56,2,0.06,6,6.8,29.99,1,29.28,424,1929,63,65,61,59
7.4,RA,0,2009-07-08,-8,55,0,0.17,8,7.0,29.98,2,29.34,424,1929,65,68,62,59
6.9, ,4,2009-07-09,-4,57,0,0.0,11,5.8,30.07,1,29.35,425,1929,69,79,59,63
7.3, ,7,2009-07-09,-1,58,0,0.0,10,6.5,30.05,2,29.41,425,1929,72,80,63,64
4.9,RA BR,8,2009-07-10,0,64,0,0.08,21,4.4,30.06,1,29.34,425,1929,73,82,63,67
4.6,RA BR HZ,11,2009-07-10,3,65,0,0.12,21,3.6,30.04,2,29.41,425,1929,76,84,67,68
7.0,BR HZ,9,2009-07-11,1,59,0,0.25,31,4.8,30.04,1,29.34,426,1928,74,85,63,65
7.6,BR,12,2009-07-11,4,60,0,1.12,29,5.9,30.02,2,29.39,426,1928,77,85,68,67
5.7, ,5,2009-07-12,-3,51,0,0.0,29,2.9,30.07,1,29.35,427,1928,70,82,58,60
5.2, ,6,2009-07-12,-2,50,0,0.0,33,1.9,30.05,2,29.41,427,1928,71,82,60,60
5.8, ,5,2009-07-13,-3,46,0,0.0,7,4.8,30.07,1,29.36,428,1927,70,79,61,57
7.4, ,7,2009-07-13,-1,48,0,0.0,7,5.8,30.05,2,29.41,428,1927,72,78,66,59
7.5, ,3,2009-07-14,-5,51,0,0.0,16,6.7,30.07,1,29.34,428,1927,68,80,55,59
7.7, ,6,2009-07-14,-2,49,0,0.0,16,7.5,30.06,2,29.41,428,1927,71,81,60,60
12.4,BR,10,2009-07-15,1,62,0,0.68,24,10.0,29.9,1,29.18,429,1926,75,85,65,67
13.8,RA BR,12,2009-07-15,3,62,0,0.32,25,10.0,29.88,2,29.23,429,1926,77,86,67,67
10.8, ,7,2009-07-16,-2,56,0,0.01,28,9.9,29.89,1,29.17,430,1925,72,80,64,62
10.3, ,9,2009-07-16,0,57,0,0.17,28,9.6,29.88,2,29.23,430,1925,74,82,65,63
10.8, ,0,2009-07-17,-10,51,1,0.0,30,10.6,29.87,1,29.15,431,1925,64,70,57,56
10.4,RA,0,2009-07-17,-10,52,1,0.01,29,10.1,29.86,2,29.21,431,1925,64,70,58,57
8.2, ,0,2009-07-18,-9,52,0,0.0,31,8.1,30.01,1,29.31,432,1924,65,72,57,57
7.1, ,1,2009-07-18,-8,52,0,0.0,32,6.6,30.0,2,29.36,432,1924,66,73,58,58
4.0, ,0,2009-07-19,-10,52,1,0.0,36,1.3,30.11,1,29.39,433,1923,64,71,57,58
4.6, ,2,2009-07-19,-7,53,0,0.0,4,1.4,30.1,2,29.45,433,1923,67,73,60,59
5.5, ,1,2009-07-20,-8,55,0,0.0,9,5.1,30.09,1,29.36,433,1923,66,76,55,60
6.5, ,3,2009-07-20,-6,56,0,0.0,10,6.2,30.08,2,29.42,433,1923,68,76,59,61
5.8,RA DZ,4,2009-07-21,-5,57,0,0.04,13,3.1,30.01,1,29.28,434,1922,69,80,58,62
6.3, ,8,2009-07-21,-1,56,0,0.0,14,4.9,29.99,2,29.33,434,1922,73,82,64,63
5.0,BR HZ,6,2009-07-22,-3,61,0,0.01,3,3.5,29.95,1,29.23,435,1921,71,78,63,64
5.9,BR HZ,8,2009-07-22,-1,59,0,0.0,11,2.8,29.93,2,29.28,435,1921,73,79,66,64
5.0,TS BR HZ,7,2009-07-23,-2,58,0,0.0,32,2.6,29.93,1,29.21,436,1920,72,82,62,63
6.0,BR HZ,6,2009-07-23,-3,60,0,0.1,1,1.7,29.91,2,29.26,436,1920,71,79,63,64
9.8,RA,7,2009-07-24,-2,59,0,0.14,23,8.9,29.83,1,29.08,437,1919,72,83,61,64
9.6,RA,8,2009-07-24,-1,60,0,0.19,23,8.7,29.82,2,29.14,437,1919,73,83,62,65
11.1, ,9,2009-07-25,0,58,0,0.0,28,10.6,29.73,1,29.02,438,1918,74,81,66,64
11.5, ,9,2009-07-25,0,59,0,0.01,27,10.8,29.71,2,29.08,438,1918,74,81,66,65
8.6,RA,8,2009-07-26,-1,58,0,0.01,29,8.0,29.82,1,29.13,439,1918,73,82,63,64
9.4, ,8,2009-07-26,-1,59,0,0.0,29,9.1,29.8,2,29.18,439,1918,73,82,64,65
10.1,RA,9,2009-07-27,0,61,0,0.02,23,9.3,29.86,1,29.13,440,1917,74,84,64,66
9.6,RA,10,2009-07-27,1,61,0,0.03,23,9.2,29.85,2,29.21,440,1917,75,84,66,67
8.0,RA,10,2009-07-28,1,60,0,0.01,28,6.4,29.78,1,29.08,441,1916,75,84,66,66
7.7, ,12,2009-07-28,3,62,0,0.01,28,6.5,29.77,2,29.13,441,1916,77,86,68,67
7.1, ,7,2009-07-29,-2,51,0,0.0,35,4.2,29.84,1,29.13,442,1915,72,81,62,59
7.1, ,8,2009-07-29,-1,52,0,0.0,3,3.8,29.82,2,29.19,442,1915,73,79,66,61
5.5, ,4,2009-07-30,-5,57,0,0.01,23,4.4,29.85,1,29.15,443,1914,69,79,59,62
6.3, ,8,2009-07-30,-1,57,0,0.01,24,4.9,29.84,2,29.2,443,1914,73,80,65,63
7.3, ,5,2009-07-31,-4,54,0,0.0,26,6.2,29.94,1,29.23,444,1913,70,81,58,61
6.7, ,7,2009-07-31,-2,55,0,0.0,27,5.9,29.92,2,29.29,444,1913,72,82,62,62
11.4,RA,3,2009-08-01,-5,59,0,0.01,22,11.6,29.91,1,29.18,445,1911,68,75,61,62
10.5, ,4,2009-08-01,-4,59,0,0.01,23,10.6,29.9,2,29.24,445,1911,69,75,63,63
9.6, ,3,2009-08-02,-5,51,0,0.0,25,6.8,29.93,1,29.2,446,1910,68,78,57,59
8.4, ,4,2009-08-02,-4,52,0,0.0,26,6.2,29.92,2,29.26,446,1910,69,79,58,59
12.4, ,11,2009-08-03,3,60,0,0.07,21,12.2,29.82,1,29.1,447,1909,76,84,67,66
11.3,RA,12,2009-08-03,4,61,0,0.06,21,11.0,29.81,2,29.17,447,1909,77,86,68,66
5.8,BR,11,2009-08-04,3,61,0,0.0,2,2.5,29.87,1,29.17,448,1908,76,85,67,67
6.2,BR HZ,13,2009-08-04,5,63,0,0.0,5,1.8,29.85,2,29.21,448,1908,78,86,69,68
4.2, ,5,2009-08-05,-3,54,0,0.0,6,2.9,30.05,1,29.34,449,1907,70,79,61,61
5.6, ,8,2009-08-05,0,56,0,0.0,6,3.8,30.03,2,29.4,449,1907,73,79,66,63
5.4, ,6,2009-08-06,-2,51,0,0.0,6,1.4,30.09,1,29.39,450,1906,71,82,60,60
5.5, ,7,2009-08-06,-1,51,0,0.0,9,3.4,30.08,2,29.44,450,1906,72,81,62,60
7.8,RA BR,4,2009-08-07,-4,59,0,0.33,15,7.3,30.09,1,29.36,451,1904,69,74,64,63
7.2,RA BR,6,2009-08-07,-2,59,0,0.23,15,6.4,30.08,2,29.41,451,1904,71,74,67,63
13.6,RA BR,14,2009-08-08,6,70,0,0.02,21,12.9,29.92,1,29.2,452,1903,79,89,68,73
12.8,RA BR,14,2009-08-08,6,70,0,0.08,21,12.2,29.92,2,29.26,452,1903,79,89,69,73
12.9, ,19,2009-08-09,11,71,0,0.18,23,11.6,29.94,1,29.23,453,1902,84,91,77,74
12.3, ,20,2009-08-09,12,72,0,0.02,23,11.1,29.92,2,29.29,453,1902,85,92,77,75
7.2, ,13,2009-08-10,5,65,0,0.0,26,6.9,29.95,1,29.24,454,1900,78,85,70,69
8.9, ,14,2009-08-10,6,66,0,0.0,26,8.3,29.94,2,29.31,454,1900,79,86,71,70
8.0, ,7,2009-08-11,-1,61,0,0.0,2,6.3,30.0,1,29.3,455,1859,72,82,62,66
8.7, ,8,2009-08-11,0,62,0,0.0,2,6.1,29.98,2,29.36,455,1859,73,81,65,66
5.9, ,7,2009-08-12,-1,55,0,0.0,4,3.7,30.09,1,29.39,456,1858,72,83,60,62
7.0, ,8,2009-08-12,0,56,0,0.0,5,5.5,30.07,2,29.44,456,1858,73,82,63,63
3.8, ,8,2009-08-13,0,55,0,0.0,14,1.5,30.1,1,29.38,457,1856,73,86,60,63
4.0, ,10,2009-08-13,2,55,0,0.0,16,2.0,30.09,2,29.44,457,1856,75,86,63,63
5.7, ,11,2009-08-14,4,59,0,0.0,21,5.4,30.1,1,29.38,458,1855,76,88,63,66
6.5, ,13,2009-08-14,6,59,0,0.0,21,6.3,30.08,2,29.44,458,1855,78,88,67,66
8.9, ,13,2009-08-15,6,61,0,0.0,19,8.7,30.04,1,29.32,459,1854,78,89,67,67
8.7, ,15,2009-08-15,8,61,0,0.0,19,8.3,30.02,2,29.38,459,1854,80,89,70,68
10.2, ,14,2009-08-16,7,67,0,0.63,20,9.5,29.99,1,29.27,500,1852,79,88,70,70
10.1,RA,16,2009-08-16,9,68,0,0.27,21,9.3,29.97,2,29.34,500,1852,81,90,71,71
5.8,RA BR,12,2009-08-17,5,68,0,0.33,22,4.6,30.0,1,29.28,501,1851,77,83,70,70
7.5,RA BR,12,2009-08-17,5,68,0,0.59,22,5.1,29.98,2,29.34,501,1851,77,83,71,71
8.1, ,9,2009-08-18,2,59,0,0.0,27,7.5,29.99,1,29.28,502,1849,74,83,65,65
8.3, ,10,2009-08-18,3,61,0,0.0,27,8.0,29.97,2,29.33,502,1849,75,84,66,66
8.7,RA,6,2009-08-19,0,60,0,0.35,16,5.7,29.83,1,29.08,503,1848,71,83,59,65
8.2,BR,8,2009-08-19,2,62,0,0.61,16,5.9,29.82,2,29.15,503,1848,73,81,64,66
12.5,RA,6,2009-08-20,0,61,0,0.07,23,12.1,29.66,1,28.93,504,1846,71,78,64,65
12.7,RA BR,7,2009-08-20,1,61,0,0.12,23,12.2,29.65,2,29.0,504,1846,72,79,64,65
10.7,RA,1,2009-08-21,-5,58,0,0.16,27,7.7,29.75,1,29.07,505,1845,66,73,59,61
13.2,RA,2,2009-08-21,-4,58,0,0.05,27,10.1,29.75,2,29.13,505,1845,67,74,59,61
9.4, ,0,2009-08-22,-8,52,2,0.0,1,7.8,30.0,1,29.31,506,1843,63,68,57,56
10.4, ,0,2009-08-22,-7,52,1,0.0,36,9.4,29.99,2,29.36,506,1843,64,69,58,57
6.4, ,0,2009-08-23,-6,53,0,0.0,2,2.7,30.09,1,29.38,508,1842,65,74,56,58
7.6, ,1,2009-08-23,-5,55,0,0.0,5,3.5,30.08,2,29.44,508,1842,66,73,58,59
5.1, ,2,2009-08-24,-4,56,0,0.0,21,3.8,30.13,1,29.41,509,1840,67,79,54,61
5.7, ,3,2009-08-24,-3,57,0,0.0,21,5.0,30.12,2,29.47,509,1840,68,79,57,62
9.2, ,6,2009-08-25,1,61,0,0.0,21,9.1,30.05,1,29.33,510,1839,71,83,59,65
8.6, ,7,2009-08-25,2,61,0,0.0,21,8.3,30.04,2,29.39,510,1839,72,82,61,65
7.8,RA BR,3,2009-08-26,-2,62,0,0.93,2,5.2,30.08,1,29.36,511,1837,68,73,62,64
7.3,RA BR,3,2009-08-26,-2,64,0,0.54,2,3.9,30.07,2,29.42,511,1837,68,72,64,65
9.7,RA BR,0,2009-08-27,-6,60,1,0.95,7,9.1,30.08,1,29.36,512,1835,64,67,61,61
11.0,RA BR,0,2009-08-27,-5,61,0,1.19,8,10.7,30.07,2,29.41,512,1835,65,67,62,63
5.7,RA BR,0,2009-08-28,-6,61,1,0.22,2,3.4,29.93,1,29.18,513,1834,64,68,60,62
5.4,RA BR,1,2009-08-28,-4,61,0,0.28,2,2.6,29.92,2,29.24,513,1834,66,71,61,63
11.8,RA DZ BR,0,2009-08-29,-7,51,2,0.02,31,11.4,29.89,1,29.18,514,1832,63,69,56,56
11.1,DZ,0,2009-08-29,-7,52,2,0.01,31,10.4,29.88,2,29.24,514,1832,63,69,56,57
9.3, ,0,2009-08-30,-11,47,6,0.0,1,8.2,30.14,1,29.44,515,1831,59,66,51,52
10.5, ,0,2009-08-30,-11,47,6,0.01,1,9.4,30.13,2,29.5,515,1831,59,66,51,53
6.0, ,0,2009-08-31,-10,44,6,0.0,3,4.8,30.27,1,29.55,516,1829,59,68,49,52
6.8, ,0,2009-08-31,-11,44,7,0.0,4,5.3,30.26,2,29.6,516,1829,58,67,49,52
3.4, ,0,2009-09-01,-8,47,5,0.0,4,3.3,30.31,1,29.57,517,1827,60,72,47,53
3.5, ,0,2009-09-01,-7,49,4,0.0,6,3.2,30.3,2,29.63,517,1827,61,71,50,55
5.1, ,0,2009-09-02,-6,50,3,0.0,6,4.1,30.25,1,29.51,518,1826,62,73,50,56
3.9, ,0,2009-09-02,-5,51,2,0.0,8,3.2,30.23,2,29.56,518,1826,63,72,53,56
6.0, ,1,2009-09-03,-2,54,0,0.0,5,4.7,30.16,1,29.42,519,1824,66,75,56,59
5.9,BR,1,2009-09-03,-2,55,0,0.0,6,5.2,30.14,2,29.48,519,1824,66,75,57,60
